"Job","Panel","Start time","End time","Time","EndTo1st","EndTo1stEnd","EndTo2nd","EndTo2ndEnd","EndTo3rd","EndTo3rdEnd"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:03:38","2024-07-02 05:04:13","00:00:35","-14","21","","","",""
"","1","2024-07-02 05:03:38","2024-07-02 05:04:13","35"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:04:31","2024-07-02 05:04:31","00:00:00","18","18","","","",""
"","1","2024-07-02 05:04:31","2024-07-02 05:04:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:04:20","2024-07-02 05:04:46","00:00:26","-11","15","","","",""
"","1","2024-07-02 05:04:20","2024-07-02 05:04:46","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:05:14","2024-07-02 05:05:14","00:00:00","28","28","","","",""
"","1","2024-07-02 05:05:14","2024-07-02 05:05:14","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:05:00","2024-07-02 05:05:27","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:05:00","2024-07-02 05:05:27","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:05:49","2024-07-02 05:05:49","00:00:00","22","22","","","",""
"","1","2024-07-02 05:05:49","2024-07-02 05:05:49","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:05:36","2024-07-02 05:06:07","00:00:31","-13","18","","","",""
"","1","2024-07-02 05:05:36","2024-07-02 05:06:07","31"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:06:32","2024-07-02 05:06:33","00:00:01","25","26","","","",""
"","1","2024-07-02 05:06:32","2024-07-02 05:06:33","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:06:19","2024-07-02 05:06:46","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:06:19","2024-07-02 05:06:46","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:07:08","2024-07-02 05:07:08","00:00:00","22","22","","","",""
"","1","2024-07-02 05:07:08","2024-07-02 05:07:08","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:06:54","2024-07-02 05:07:21","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:06:54","2024-07-02 05:07:21","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:07:47","2024-07-02 05:07:47","00:00:00","26","26","","","",""
"","1","2024-07-02 05:07:47","2024-07-02 05:07:47","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:07:33","2024-07-02 05:07:59","00:00:26","-14","12","","","",""
"","1","2024-07-02 05:07:33","2024-07-02 05:07:59","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:08:32","2024-07-02 05:08:32","00:00:00","33","33","","","",""
"","1","2024-07-02 05:08:32","2024-07-02 05:08:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:08:18","2024-07-02 05:08:46","00:00:28","-14","14","","","",""
"","1","2024-07-02 05:08:18","2024-07-02 05:08:46","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:09:17","2024-07-02 05:09:17","00:00:00","31","31","","","",""
"","1","2024-07-02 05:09:17","2024-07-02 05:09:17","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 05:09:02","2024-07-02 05:10:09","00:01:07","-15","11","26","52","",""
"","1","2024-07-02 05:09:02","2024-07-02 05:09:28","26"
"","2","2024-07-02 05:09:43","2024-07-02 05:10:09","26"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 05:10:35","2024-07-02 05:10:58","00:00:23","26","27","49","49","",""
"","1","2024-07-02 05:10:35","2024-07-02 05:10:36","1"
"","2","2024-07-02 05:10:58","2024-07-02 05:10:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:11:03","2024-07-02 05:11:37","00:00:34","5","39","","","",""
"","1","2024-07-02 05:11:03","2024-07-02 05:11:37","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:11:39","2024-07-02 05:11:39","00:00:00","2","2","","","",""
"","1","2024-07-02 05:11:39","2024-07-02 05:11:39","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:11:44","2024-07-02 05:12:08","00:00:24","5","29","","","",""
"","1","2024-07-02 05:11:44","2024-07-02 05:12:08","24"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:12:20","2024-07-02 05:12:20","00:00:00","12","12","","","",""
"","1","2024-07-02 05:12:20","2024-07-02 05:12:20","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:12:15","2024-07-02 05:12:42","00:00:27","-5","22","","","",""
"","1","2024-07-02 05:12:15","2024-07-02 05:12:42","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:12:58","2024-07-02 05:12:58","00:00:00","16","16","","","",""
"","1","2024-07-02 05:12:58","2024-07-02 05:12:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:12:49","2024-07-02 05:13:16","00:00:27","-9","18","","","",""
"","1","2024-07-02 05:12:49","2024-07-02 05:13:16","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:13:37","2024-07-02 05:13:37","00:00:00","21","21","","","",""
"","1","2024-07-02 05:13:37","2024-07-02 05:13:37","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:13:23","2024-07-02 05:13:49","00:00:26","-14","12","","","",""
"","1","2024-07-02 05:13:23","2024-07-02 05:13:49","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:14:15","2024-07-02 05:14:15","00:00:00","26","26","","","",""
"","1","2024-07-02 05:14:15","2024-07-02 05:14:15","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 05:13:56","2024-07-02 05:14:59","00:01:03","-19","8","17","44","",""
"","1","2024-07-02 05:13:56","2024-07-02 05:14:23","27"
"","2","2024-07-02 05:14:32","2024-07-02 05:14:59","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:15:08","2024-07-02 05:15:08","00:00:00","9","9","","","",""
"","1","2024-07-02 05:15:08","2024-07-02 05:15:08","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:15:05","2024-07-02 05:15:38","00:00:33","-3","30","","","",""
"","1","2024-07-02 05:15:05","2024-07-02 05:15:38","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:15:47","2024-07-02 05:15:47","00:00:00","9","9","","","",""
"","1","2024-07-02 05:15:47","2024-07-02 05:15:47","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:15:45","2024-07-02 05:16:12","00:00:27","-2","25","","","",""
"","1","2024-07-02 05:15:45","2024-07-02 05:16:12","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:16:26","2024-07-02 05:16:26","00:00:00","14","14","","","",""
"","1","2024-07-02 05:16:26","2024-07-02 05:16:26","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:16:20","2024-07-02 05:16:47","00:00:27","-6","21","","","",""
"","1","2024-07-02 05:16:20","2024-07-02 05:16:47","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:17:05","2024-07-02 05:17:05","00:00:00","18","18","","","",""
"","1","2024-07-02 05:17:05","2024-07-02 05:17:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:16:54","2024-07-02 05:17:22","00:00:28","-11","17","","","",""
"","1","2024-07-02 05:16:54","2024-07-02 05:17:22","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:17:45","2024-07-02 05:17:45","00:00:00","23","23","","","",""
"","1","2024-07-02 05:17:45","2024-07-02 05:17:45","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:17:52","2024-07-02 05:18:19","00:00:27","7","34","","","",""
"","1","2024-07-02 05:17:52","2024-07-02 05:18:19","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:18:28","2024-07-02 05:18:28","00:00:00","9","9","","","",""
"","1","2024-07-02 05:18:28","2024-07-02 05:18:28","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:18:25","2024-07-02 05:18:52","00:00:27","-3","24","","","",""
"","1","2024-07-02 05:18:25","2024-07-02 05:18:52","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:19:03","2024-07-02 05:19:03","00:00:00","11","11","","","",""
"","1","2024-07-02 05:19:03","2024-07-02 05:19:03","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:18:59","2024-07-02 05:19:31","00:00:32","-4","28","","","",""
"","1","2024-07-02 05:18:59","2024-07-02 05:19:31","32"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 05:19:42","2024-07-02 05:20:05","00:00:23","11","12","34","34","",""
"","1","2024-07-02 05:19:42","2024-07-02 05:19:43","1"
"","2","2024-07-02 05:20:05","2024-07-02 05:20:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:20:13","2024-07-02 05:20:40","00:00:27","8","35","","","",""
"","1","2024-07-02 05:20:13","2024-07-02 05:20:40","27"
"ECH3ESN00003 T&B B A1-LCR","3","2024-07-02 05:21:36","2024-07-02 05:22:30","00:00:54","56","57","78","78","110","110"
"","1","2024-07-02 05:21:36","2024-07-02 05:21:37","1"
"","2","2024-07-02 05:21:58","2024-07-02 05:21:58","0"
"","3","2024-07-02 05:22:30","2024-07-02 05:22:30","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:22:16","2024-07-02 05:22:50","00:00:34","-14","20","","","",""
"","1","2024-07-02 05:22:16","2024-07-02 05:22:50","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:23:13","2024-07-02 05:23:13","00:00:00","23","23","","","",""
"","1","2024-07-02 05:23:13","2024-07-02 05:23:13","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:22:57","2024-07-02 05:23:24","00:00:27","-16","11","","","",""
"","1","2024-07-02 05:22:57","2024-07-02 05:23:24","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:23:44","2024-07-02 05:23:44","00:00:00","20","20","","","",""
"","1","2024-07-02 05:23:44","2024-07-02 05:23:44","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:23:31","2024-07-02 05:23:58","00:00:27","-13","14","","","",""
"","1","2024-07-02 05:23:31","2024-07-02 05:23:58","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:24:16","2024-07-02 05:24:16","00:00:00","18","18","","","",""
"","1","2024-07-02 05:24:16","2024-07-02 05:24:16","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:24:05","2024-07-02 05:24:32","00:00:27","-11","16","","","",""
"","1","2024-07-02 05:24:05","2024-07-02 05:24:32","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:24:47","2024-07-02 05:24:47","00:00:00","15","15","","","",""
"","1","2024-07-02 05:24:47","2024-07-02 05:24:47","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:24:39","2024-07-02 05:25:07","00:00:28","-8","20","","","",""
"","1","2024-07-02 05:24:39","2024-07-02 05:25:07","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:25:22","2024-07-02 05:25:22","00:00:00","15","15","","","",""
"","1","2024-07-02 05:25:22","2024-07-02 05:25:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:25:13","2024-07-02 05:25:40","00:00:27","-9","18","","","",""
"","1","2024-07-02 05:25:13","2024-07-02 05:25:40","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 05:25:43","2024-07-02 05:26:15","00:00:32","3","4","35","35","",""
"","1","2024-07-02 05:25:43","2024-07-02 05:25:44","1"
"","2","2024-07-02 05:26:15","2024-07-02 05:26:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:26:01","2024-07-02 05:26:28","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:26:01","2024-07-02 05:26:28","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:26:46","2024-07-02 05:26:46","00:00:00","18","18","","","",""
"","1","2024-07-02 05:26:46","2024-07-02 05:26:46","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:26:35","2024-07-02 05:27:09","00:00:34","-11","23","","","",""
"","1","2024-07-02 05:26:35","2024-07-02 05:27:09","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:27:19","2024-07-02 05:27:19","00:00:00","10","10","","","",""
"","1","2024-07-02 05:27:19","2024-07-02 05:27:19","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:27:16","2024-07-02 05:27:43","00:00:27","-3","24","","","",""
"","1","2024-07-02 05:27:16","2024-07-02 05:27:43","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:29:37","2024-07-02 05:29:37","00:00:00","114","114","","","",""
"","1","2024-07-02 05:29:37","2024-07-02 05:29:37","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:29:23","2024-07-02 05:29:51","00:00:28","-14","14","","","",""
"","1","2024-07-02 05:29:23","2024-07-02 05:29:51","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:30:15","2024-07-02 05:30:15","00:00:00","24","24","","","",""
"","1","2024-07-02 05:30:15","2024-07-02 05:30:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:29:58","2024-07-02 05:30:26","00:00:28","-17","11","","","",""
"","1","2024-07-02 05:29:58","2024-07-02 05:30:26","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:30:46","2024-07-02 05:30:46","00:00:00","20","20","","","",""
"","1","2024-07-02 05:30:46","2024-07-02 05:30:46","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 05:30:33","2024-07-02 05:31:36","00:01:03","-13","13","24","50","",""
"","1","2024-07-02 05:30:33","2024-07-02 05:30:59","26"
"","2","2024-07-02 05:31:10","2024-07-02 05:31:36","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:32:40","2024-07-02 05:32:40","00:00:00","64","64","","","",""
"","1","2024-07-02 05:32:40","2024-07-02 05:32:40","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:32:38","2024-07-02 05:33:05","00:00:27","-2","25","","","",""
"","1","2024-07-02 05:32:38","2024-07-02 05:33:05","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 05:33:15","2024-07-02 05:33:49","00:00:34","10","10","44","44","",""
"","1","2024-07-02 05:33:15","2024-07-02 05:33:15","0"
"","2","2024-07-02 05:33:49","2024-07-02 05:33:49","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:33:19","2024-07-02 05:33:53","00:00:34","-30","4","","","",""
"","1","2024-07-02 05:33:19","2024-07-02 05:33:53","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:34:11","2024-07-02 05:34:11","00:00:00","18","18","","","",""
"","1","2024-07-02 05:34:11","2024-07-02 05:34:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:33:59","2024-07-02 05:34:27","00:00:28","-12","16","","","",""
"","1","2024-07-02 05:33:59","2024-07-02 05:34:27","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:34:43","2024-07-02 05:34:43","00:00:00","16","16","","","",""
"","1","2024-07-02 05:34:43","2024-07-02 05:34:43","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:34:34","2024-07-02 05:35:01","00:00:27","-9","18","","","",""
"","1","2024-07-02 05:34:34","2024-07-02 05:35:01","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:35:15","2024-07-02 05:35:15","00:00:00","14","14","","","",""
"","1","2024-07-02 05:35:15","2024-07-02 05:35:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:35:08","2024-07-02 05:35:36","00:00:28","-7","21","","","",""
"","1","2024-07-02 05:35:08","2024-07-02 05:35:36","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:35:48","2024-07-02 05:35:48","00:00:00","12","12","","","",""
"","1","2024-07-02 05:35:48","2024-07-02 05:35:48","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 05:35:42","2024-07-02 05:36:43","00:01:01","-6","21","28","55","",""
"","1","2024-07-02 05:35:42","2024-07-02 05:36:09","27"
"","2","2024-07-02 05:36:16","2024-07-02 05:36:43","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:36:53","2024-07-02 05:36:53","00:00:00","10","10","","","",""
"","1","2024-07-02 05:36:53","2024-07-02 05:36:53","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:36:50","2024-07-02 05:37:23","00:00:33","-3","30","","","",""
"","1","2024-07-02 05:36:50","2024-07-02 05:37:23","33"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 05:37:28","2024-07-02 05:37:48","00:00:20","5","5","25","25","",""
"","1","2024-07-02 05:37:28","2024-07-02 05:37:28","0"
"","2","2024-07-02 05:37:48","2024-07-02 05:37:48","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:37:30","2024-07-02 05:37:55","00:00:25","-18","7","","","",""
"","1","2024-07-02 05:37:30","2024-07-02 05:37:55","25"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:38:20","2024-07-02 05:38:20","00:00:00","25","25","","","",""
"","1","2024-07-02 05:38:20","2024-07-02 05:38:20","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:38:05","2024-07-02 05:38:33","00:00:28","-15","13","","","",""
"","1","2024-07-02 05:38:05","2024-07-02 05:38:33","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:38:53","2024-07-02 05:38:53","00:00:00","20","20","","","",""
"","1","2024-07-02 05:38:53","2024-07-02 05:38:53","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:38:49","2024-07-02 05:39:17","00:00:28","-4","24","","","",""
"","1","2024-07-02 05:38:49","2024-07-02 05:39:17","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:39:30","2024-07-02 05:39:30","00:00:00","13","13","","","",""
"","1","2024-07-02 05:39:30","2024-07-02 05:39:30","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:39:23","2024-07-02 05:39:51","00:00:28","-7","21","","","",""
"","1","2024-07-02 05:39:23","2024-07-02 05:39:51","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:40:14","2024-07-02 05:40:14","00:00:00","23","23","","","",""
"","1","2024-07-02 05:40:14","2024-07-02 05:40:14","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 05:39:58","2024-07-02 05:40:58","00:01:00","-16","11","17","44","",""
"","1","2024-07-02 05:39:58","2024-07-02 05:40:25","27"
"","2","2024-07-02 05:40:31","2024-07-02 05:40:58","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:41:09","2024-07-02 05:41:09","00:00:00","11","11","","","",""
"","1","2024-07-02 05:41:09","2024-07-02 05:41:09","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:41:05","2024-07-02 05:41:39","00:00:34","-4","30","","","",""
"","1","2024-07-02 05:41:05","2024-07-02 05:41:39","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:41:43","2024-07-02 05:41:43","00:00:00","4","4","","","",""
"","1","2024-07-02 05:41:43","2024-07-02 05:41:43","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:41:45","2024-07-02 05:42:13","00:00:28","2","30","","","",""
"","1","2024-07-02 05:41:45","2024-07-02 05:42:13","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:42:23","2024-07-02 05:42:23","00:00:00","10","10","","","",""
"","1","2024-07-02 05:42:23","2024-07-02 05:42:23","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:42:19","2024-07-02 05:42:47","00:00:28","-4","24","","","",""
"","1","2024-07-02 05:42:19","2024-07-02 05:42:47","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:43:10","2024-07-02 05:43:10","00:00:00","23","23","","","",""
"","1","2024-07-02 05:43:10","2024-07-02 05:43:10","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:42:54","2024-07-02 05:43:21","00:00:27","-16","11","","","",""
"","1","2024-07-02 05:42:54","2024-07-02 05:43:21","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:43:46","2024-07-02 05:43:46","00:00:00","25","25","","","",""
"","1","2024-07-02 05:43:46","2024-07-02 05:43:46","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:43:32","2024-07-02 05:43:59","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:43:32","2024-07-02 05:43:59","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:44:19","2024-07-02 05:44:19","00:00:00","20","20","","","",""
"","1","2024-07-02 05:44:19","2024-07-02 05:44:19","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:44:06","2024-07-02 05:44:39","00:00:33","-13","20","","","",""
"","1","2024-07-02 05:44:06","2024-07-02 05:44:39","33"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 05:44:42","2024-07-02 05:45:21","00:00:39","3","3","42","42","",""
"","1","2024-07-02 05:44:42","2024-07-02 05:44:42","0"
"","2","2024-07-02 05:45:21","2024-07-02 05:45:21","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:45:06","2024-07-02 05:45:33","00:00:27","-15","12","","","",""
"","1","2024-07-02 05:45:06","2024-07-02 05:45:33","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:45:55","2024-07-02 05:45:55","00:00:00","22","22","","","",""
"","1","2024-07-02 05:45:55","2024-07-02 05:45:55","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:45:41","2024-07-02 05:46:08","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:45:41","2024-07-02 05:46:08","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:46:30","2024-07-02 05:46:30","00:00:00","22","22","","","",""
"","1","2024-07-02 05:46:30","2024-07-02 05:46:30","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:46:16","2024-07-02 05:46:43","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:46:16","2024-07-02 05:46:43","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:47:09","2024-07-02 05:47:09","00:00:00","26","26","","","",""
"","1","2024-07-02 05:47:09","2024-07-02 05:47:09","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:46:55","2024-07-02 05:47:22","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:46:55","2024-07-02 05:47:22","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:48:45","2024-07-02 05:48:45","00:00:00","83","83","","","",""
"","1","2024-07-02 05:48:45","2024-07-02 05:48:45","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:48:31","2024-07-02 05:48:58","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:48:31","2024-07-02 05:48:58","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:49:29","2024-07-02 05:49:29","00:00:00","31","31","","","",""
"","1","2024-07-02 05:49:29","2024-07-02 05:49:29","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:49:15","2024-07-02 05:49:41","00:00:26","-14","12","","","",""
"","1","2024-07-02 05:49:15","2024-07-02 05:49:41","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:50:04","2024-07-02 05:50:04","00:00:00","23","23","","","",""
"","1","2024-07-02 05:50:04","2024-07-02 05:50:04","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:49:50","2024-07-02 05:50:23","00:00:33","-14","19","","","",""
"","1","2024-07-02 05:49:50","2024-07-02 05:50:23","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:50:47","2024-07-02 05:50:47","00:00:00","24","24","","","",""
"","1","2024-07-02 05:50:47","2024-07-02 05:50:47","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:50:33","2024-07-02 05:51:00","00:00:27","-14","13","","","",""
"","1","2024-07-02 05:50:33","2024-07-02 05:51:00","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:51:22","2024-07-02 05:51:22","00:00:00","22","22","","","",""
"","1","2024-07-02 05:51:22","2024-07-02 05:51:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:51:08","2024-07-02 05:51:36","00:00:28","-14","14","","","",""
"","1","2024-07-02 05:51:08","2024-07-02 05:51:36","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:52:02","2024-07-02 05:52:02","00:00:00","26","26","","","",""
"","1","2024-07-02 05:52:02","2024-07-02 05:52:02","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:51:47","2024-07-02 05:52:15","00:00:28","-15","13","","","",""
"","1","2024-07-02 05:51:47","2024-07-02 05:52:15","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:52:43","2024-07-02 05:52:43","00:00:00","28","28","","","",""
"","1","2024-07-02 05:52:43","2024-07-02 05:52:43","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:52:30","2024-07-02 05:52:55","00:00:25","-13","12","","","",""
"","1","2024-07-02 05:52:30","2024-07-02 05:52:55","25"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:53:58","2024-07-02 05:53:58","00:00:00","63","63","","","",""
"","1","2024-07-02 05:53:58","2024-07-02 05:53:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 05:53:44","2024-07-02 05:54:10","00:00:26","-14","12","","","",""
"","1","2024-07-02 05:53:44","2024-07-02 05:54:10","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 05:54:42","2024-07-02 05:54:43","00:00:01","32","33","","","",""
